module,category,total_bugs,severity_weighted_total,critical_count,major_count,normal_count,minor_count,edf_count,ux_count,mx_count,mui_count,side_effect_count,at_found_count,function_count,stability_count,performance_count,regression_count,crash_count,anr_count,ui_count,localization_count,iap_count,regression_rate,automation_catch_rate,avg_repro_rate,median_repro_rate,avg_days_to_close,median_days_to_close,avg_builds_to_fix,median_builds_to_fix,open_count,closed_count,postpone_count,unique_reporters,probability_score_auto,impact_score,detectability_score,risk_score_final,quadrant,parsed_module,scoring_method,ai_reasoning
Timelin_export,Export & Output,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1,3,3,3,27,Q2 - Test Third,Timelin_export,ollama,
Super Slow Motion(Recent Task),Editor Core,1,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1,3,3,3,27,Q2 - Test Third,Super Slow Motion(Recent Task),ollama,
"Text, title, MGT (Stylish_17)",Text & Captions,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1,3,3,3,27,Q2 - Test Third,"Text, title, MGT (Stylish_17)",ollama,
"Timeline, Auto Captions, STT",Editor Core,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,8.0,8.0,0.0,0.0,0.0,0.0,0.0,1,3,3,3,27,Q2 - Test Third,"Timeline, Auto Captions, STT",ollama,
Sticker(JP FaceCover 03),Visual Effects,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,16.0,16.0,0.0,0.0,0.0,0.0,0.0,1,3,3,3,27,Q2 - Test Third,Sticker(JP FaceCover 03),ollama,
Text to Image/AI Anime Video,AI Features,1,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,369.0,369.0,0.0,0.0,0.0,0.0,0.0,1,3,3,3,27,Q2 - Test Third,Text to Image/AI Anime Video,ollama,
"Timeline, Fx layer",Editor Core,1,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.5,0.5,8.0,8.0,0.0,0.0,0.0,0.0,0.0,1,3,3,3,27,Q2 - Test Third,"Timeline, Fx layer",ollama,
Video Enhancer [Zoom mode],Enhance & Fix,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1,3,3,3,27,Q2 - Test Third,Video Enhancer [Zoom mode],ollama,
Shortcut(Text to Speech),Audio,1,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1,3,3,3,27,Q2 - Test Third,Shortcut(Text to Speech),ollama,
Shortcut/AI Audio Tool(Voice Changer),Audio,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,3,3,27,Q2 - Test Third,Shortcut/AI Audio Tool(Voice Changer),ollama,
Social Sign-In,Sign In,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,3,3,27,Q2 - Test Third,Social Sign-In,ollama,
Video Enhancer(AI Color),Color & Adjust,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,3,3,27,Q2 - Test Third,Video Enhancer(AI Color),ollama,
"Timeline (Video Enhance, Fix Shake)",Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1,3,3,3,27,Q2 - Test Third,"Timeline (Video Enhance, Fix Shake)",ollama,
Text(Loop Animation),Text & Captions,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1,3,3,3,27,Q2 - Test Third,Text(Loop Animation),ollama,
"Text, Title(Speech Bubbles), Audio Mixing",Audio,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,14.0,14.0,0.0,0.0,0.0,0.0,0.0,1,3,3,3,27,Q2 - Test Third,"Text, Title(Speech Bubbles), Audio Mixing",ollama,
"Text, Overlay, Fx Layer, Sound Fx",Audio,1,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.5,0.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1,3,3,3,27,Q2 - Test Third,"Text, Overlay, Fx Layer, Sound Fx",ollama,
Auto Edit(Family_03_video),Editor Core,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,5,5,25,Q2 - Test Third,Auto Edit(Family_03_video),ollama,"This is a high-impact and high-detectability risk, as the Auto Edit feature is critical to the Editor Core module and a bug could significantly affect the functionality and user experience."
"Auto Edit(Music, Replace)[Pet_03_content]",Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1,1,5,5,25,Q2 - Test Third,"Auto Edit(Music, Replace)[Pet_03_content]",ollama,"Major bug detected in critical editor core module, may cause significant data loss"
Canvas,Editor Core,24,125,1,23,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,16.956521739130434,2.0,0.0,0.0,0.0,0.0,0.0,3,5,5,1,25,Q2 - Test Third,Canvas,ollama,"High impact due to high number of major bugs in the Canvas module, especially considering the module is part of the Editor Core, which is a critical component of the application."
AI Video Upscaler/Super Slow Motion,Editor Core,11,55,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,24.363636363636363,6.0,0.0,0.0,0.0,0.0,0.0,2,5,5,1,25,Q2 - Test Third,AI Video Upscaler/Super Slow Motion,ollama,"High impact due to critical functionality, low detectability due to automated testing limitations"
NewTimeline(Shrink mode),Editor Core,9,45,0,9,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,7.666666666666667,3.0,0.0,0.0,0.0,0.0,0.0,3,5,5,1,25,Q2 - Test Third,NewTimeline(Shrink mode),ollama,"High impact due to major bugs, low detectability due to no automation or manual detection"
Image to Video(Recent Task),AI Features,12,60,0,12,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1,5,5,1,25,Q2 - Test Third,Image to Video(Recent Task),ollama,"High impact due to AI feature, low detectability due to lack of automation"
Credit System(Purchase),UI & Settings,13,53,0,9,4,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0,0.0,0.5,0.5,6.5,5.0,0.0,0.0,0.0,0.0,0.0,1,5,5,1,25,Q2 - Test Third,Credit System(Purchase),ollama,"High impact due to credit system criticality, high detectability due to potential user experience issues"
Auto Edit(Family 03),Editor Core,21,105,0,21,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,10.65,6.0,0.0,0.0,0.0,0.0,0.0,1,5,5,1,25,Q2 - Test Third,Auto Edit(Family 03),ollama,High impact due to high number of major bugs and no automation catch rate
Speed(Super Slow Motion),Editor Core,13,62,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,32.916666666666664,1.0,0.0,0.0,0.0,0.0,0.0,3,5,5,1,25,Q2 - Test Third,Speed(Super Slow Motion),ollama,"High impact due to potential delays in editor operations, difficult to detect as it may not be immediately noticeable"
Background(Sale_59),Background & Cutout,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,5,5,25,Q2 - Test Third,Background(Sale_59),ollama,High impact due to critical bug in Background & Cutout module with high regression rate and automation catch rate
Background(Sale_31),Background & Cutout,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,5,5,25,Q2 - Test Third,Background(Sale_31),ollama,High impact and detectability due to potential regression issues in a critical background module
Auto Edit (Wedding_05_title),Editor Core,4,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,8.333333333333334,7.0,0.0,0.0,0.0,0.0,0.0,1,5,5,1,25,Q2 - Test Third,Auto Edit (Wedding_05_title),ollama,Potential for significant data loss or corruption due to major bugs in critical module
Background,Background & Cutout,12,65,1,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.5,0.5,57.5,6.0,0.0,0.0,0.0,0.0,0.0,5,5,5,1,25,Q2 - Test Third,Background,ollama,"High impact due to significant regression potential in the Background module, low detectability due to lack of automated tests"
AI Art(Image to Video),AI Features,1,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,41.0,41.0,0.0,0.0,0.0,0.0,0.0,1,1,5,5,25,Q2 - Test Third,AI Art(Image to Video),ollama,"AI Art functionality has the potential to produce biased or misleading outputs, which could significantly impact the user experience and the organization's reputation."
Editor,Editor Core,13,67,1,11,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,24.625,20.5,0.0,0.0,0.0,0.0,0.0,3,5,5,1,25,Q2 - Test Third,Editor,ollama,"The Editor module has a high impact due to its critical functionality, but is relatively undetectable due to a lack of automation and low regression rate."
Curve Speed,Editor Core,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,5,5,25,Q2 - Test Third,Curve Speed,ollama,High impact due to the critical nature of the Curve Speed module in the Editor Core category. Easy to detect due to the high automation catch rate.
Text(Format),Text & Captions,4,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,29.25,7.5,0.0,0.0,0.0,0.0,0.0,2,5,5,1,25,Q2 - Test Third,Text(Format),ollama,"Potential loss of business due to incorrect text formatting could have significant financial implications, but the issue is not easily detectable from automated testing"
Auto Edit(Relationship 02),Editor Core,13,65,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,14.0,10.0,0.0,0.0,0.0,0.0,0.0,1,5,5,1,25,Q2 - Test Third,Auto Edit(Relationship 02),ollama,"High risk due to high number of major bugs and high regression rate, but low automation catch rate makes it hard to detect"
Shortcut(More),Shortcut,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,100.33333333333331,8.0,0.0,0.0,0.0,0.0,0.0,1,5,5,1,25,Q2 - Test Third,Shortcut(More),ollama,"High severity issues in critical module, but low detectability due to automated testing not being implemented yet."
Add Background,Background & Cutout,10,50,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,11.0,9.0,0.0,0.0,0.0,0.0,0.0,2,5,5,1,25,Q2 - Test Third,Add Background,ollama,"The module is critical to the overall functionality of the application, but its impact on user experience is low due to its background nature."
Edit room,Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,14.0,14.0,0.0,0.0,0.0,0.0,0.0,1,1,5,5,25,Q2 - Test Third,Edit room,ollama,"Major bug found in Editor Core module, potentially impacting critical features"
Character Motion Swap(Photo Recommendation),AI Features,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,5,5,25,Q2 - Test Third,Character Motion Swap(Photo Recommendation),ollama,"Module responsible for AI-powered photo recommendations, a critical feature for user experience. Unexpected behavior could lead to significant business loss and damage reputation."
Launcher(What's New),Launcher,36,182,1,34,1,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0.0278,0.0,0.5,0.5,13.029411764705882,5.5,0.0,0.0,0.0,0.0,0.0,4,5,5,1,25,Q2 - Test Third,Launcher(What's New),ollama,"High-impact bug in critical Launcher module, potentially difficult to detect due to low automation catch rate and low regression rate."
Cloud(My Cloud),Cloud,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1,1,5,5,25,Q2 - Test Third,Cloud(My Cloud),ollama,"High impact and detectability due to cloud-based module, potential for significant data loss and security breaches if not properly secured."
Credits page[Zoom mode/iPhone 14],UI & Settings,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1,1,5,5,25,Q2 - Test Third,Credits page[Zoom mode/iPhone 14],ollama,"Critical issue due to major bug on a high-traffic page, may impact user experience and application reputation"
Cloud Storage(Upload Projects),Editor Core,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1,1,5,5,25,Q2 - Test Third,Cloud Storage(Upload Projects),ollama,Potential data loss or corruption due to failed uploads
Music(Range),Audio,9,45,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,39.0,13.0,0.0,0.0,0.0,0.0,0.0,2,5,5,1,25,Q2 - Test Third,Music(Range),ollama,"Major regression in Music module due to high TotalBugs count and 0% AutomationCatchRate, indicating a high risk of undetected defects."
Shortcut(AI Audio Tool),Audio,30,155,1,29,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0.0333,0.0,0.5,0.5,8.642857142857142,2.0,0.0,0.0,0.0,0.0,1.0,7,5,5,1,25,Q2 - Test Third,Shortcut(AI Audio Tool),ollama,"Module: Shortcut(AI Audio Tool), Category: Audio, High regression rate and high number of major bugs (29/30)"
Credit System(My Credits),UI & Settings,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.5,0.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1,1,5,5,25,Q2 - Test Third,Credit System(My Credits),ollama,"Directly impacts user's ability to view their credit balance, high visibility and severity."
Cross-Promote,IAP,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,14.0,14.0,0.0,0.0,0.0,0.0,0.0,1,1,5,5,25,Q2 - Test Third,Cross-Promote,ollama,"High impact due to Category IAP, high number of major bugs, and high regression rate"
My Voices,AI Features,36,155,1,25,10,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0278,0.0,0.5,0.5,6.103448275862069,10.0,0.0,0.0,0.0,0.0,0.0,3,5,5,1,25,Q2 - Test Third,My Voices,ollama,The high number of major bugs and relatively low automation catch rate indicate a significant risk for this module.
Auto Edit(Yoga 01),Editor Core,9,45,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,42.625,11.5,0.0,0.0,0.0,0.0,0.0,1,5,5,1,25,Q2 - Test Third,Auto Edit(Yoga 01),ollama,"High impact due to major bugs, but very hard to detect due to low automation catch rate"
AI Storytelling (Must do),AI Features,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,5,5,25,Q2 - Test Third,AI Storytelling (Must do),ollama,"AI Storytelling module is a critical feature that could lead to significant revenue loss if it fails to function correctly, making it highly impactful and detectable."
Credit System (Stage),UI & Settings,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,322.0,322.0,0.0,0.0,0.0,0.0,0.0,1,1,5,5,25,Q2 - Test Third,Credit System (Stage),ollama,"High impact due to potential financial loss, high detectability as it's a UI setting which is user-facing and critical to the credit system functionality."
Shortcut(AI Video Enhancer),Enhance & Fix,31,155,0,31,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,25.357142857142858,4.5,0.0,0.0,0.0,0.0,0.0,3,5,5,1,25,Q2 - Test Third,Shortcut(AI Video Enhancer),ollama,"High risk due to high number of major bugs with no critical bugs and low regression rate, indicating a potentially unstable module"
Text(Animation),Text & Captions,26,135,1,25,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,14.714285714285714,10.0,0.0,0.0,0.0,0.0,1.0,3,5,5,1,25,Q2 - Test Third,Text(Animation),ollama,High impact due to 25 major bugs and 1 critical bug in a text animation module
Effects(Highlight),Visual Effects,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,26.0,26.0,0.0,0.0,0.0,0.0,0.0,1,1,5,5,25,Q2 - Test Third,Effects(Highlight),ollama,Major bug in critical Visual Effects module
AI Storytelling (Wayfair_SpringStree_Full),AI Features,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1,1,5,5,25,Q2 - Test Third,AI Storytelling (Wayfair_SpringStree_Full),ollama,"Critical regression bug detected in AI storytelling module, impacting Wayfair's Spring Street Full functionality"
(UX)Music,Text & Captions,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,49.0,49.0,0.0,0.0,0.0,0.0,0.0,1,1,5,5,25,Q2 - Test Third,(UX)Music,ollama,"The regression rate is 0, indicating no regression bugs, but there is a major bug, which may indicate a significant impact on the user experience. This, combined with a high detectability score, suggests a moderate to high risk."
Editor(Main track),Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1,1,5,5,25,Q2 - Test Third,Editor(Main track),ollama,High criticality due to Major issues in the Editor Core module
Launcher (churn recovery),Launcher,4,20,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,4.666666666666667,4.0,0.0,0.0,0.0,0.0,0.0,1,5,5,1,25,Q2 - Test Third,Launcher (churn recovery),ollama,"High impact due to high number of major bugs (4), but low detectability due to lack of automation and regression testing."
Editor(Produce),Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,5,5,25,Q2 - Test Third,Editor(Produce),ollama,"Major bug in Editor Core module, high impact and detectability"
Halloween IAP,IAP,4,20,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.5,0.5,5.0,6.0,0.0,0.0,0.0,0.0,0.0,2,5,5,1,25,Q2 - Test Third,Halloween IAP,ollama,High impact potential for financial loss due to incorrect IAP handling in a critical category like Halloween
Auto Edit(Travel 04),Editor Core,9,45,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,14.5,4.5,0.0,0.0,0.0,0.0,0.0,1,5,5,1,25,Q2 - Test Third,Auto Edit(Travel 04),ollama,"High risk due to high number of major bugs (9) and no automation catch rate, indicating potential for undetected bugs with significant impact"
Auto Edit (Wedding_06_title),Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,11.0,11.0,0.0,0.0,0.0,0.0,0.0,1,1,5,5,25,Q2 - Test Third,Auto Edit (Wedding_06_title),ollama,"Regression bug in critical module, potential data loss or corruption"
My Artwork,UI & Settings,6,30,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.5,0.5,4.25,2.0,0.0,0.0,0.0,0.0,0.0,4,5,5,1,25,Q2 - Test Third,My Artwork,ollama,"High potential impact due to major bugs in UI & Settings module, but likely to be difficult to detect due to lack of automation"
Body Effect(AI Art),AI Features,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1,1,5,5,25,Q2 - Test Third,Body Effect(AI Art),ollama,"This module affects the aesthetic output of AI-generated images, which could have significant consequences for applications relying on these images."
Auto Edit (Esport),Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,5,5,25,Q2 - Test Third,Auto Edit (Esport),ollama,"Module: Auto Edit (Esport) has 1 major bug in Editor Core, which indicates a significant risk to the overall system reliability and stability."
Shortcut(Speed),Shortcut,5,25,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,20.666666666666668,20.0,0.0,0.0,0.0,0.0,1.0,3,5,5,1,25,Q2 - Test Third,Shortcut(Speed),ollama,"Critical bugs found in Shortcut(Speed) module, indicating high impact and low detectability."
Auto Edit (Family 02),Editor Core,8,40,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,17.125,7.0,0.0,0.0,0.0,0.0,0.0,2,5,5,1,25,Q2 - Test Third,Auto Edit (Family 02),ollama,High risk due to high number of major bugs and potential for unnoticed regression
Project(Import),Editor Core,5,25,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,5.0,6.0,0.0,0.0,0.0,0.0,0.0,1,5,5,1,25,Q2 - Test Third,Project(Import),ollama,"High impact due to high number of major bugs, low detectability due to lack of automation and high regression rate is not applicable in this case"
Auto Edit (Workout),Editor Core,5,25,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,25.8,10.0,0.0,0.0,0.0,0.0,0.0,1,5,5,1,25,Q2 - Test Third,Auto Edit (Workout),ollama,"High impact due to major bugs in critical module, but low detectability as no automation is in place"
Auto Edit (Family 01/Wedding 02),Editor Core,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,8.0,8.0,0.0,0.0,0.0,0.0,0.0,1,1,5,5,25,Q2 - Test Third,Auto Edit (Family 01/Wedding 02),ollama,Critical bug in Editor Core module with high impact and detectability due to potential data corruption in a high-stakes application like wedding planning.
Motion Tracking,Enhance & Fix,5,25,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,32.0,4.5,0.0,0.0,0.0,0.0,0.0,3,5,5,1,25,Q2 - Test Third,Motion Tracking,ollama,"High impact due to critical functionality of motion tracking, difficult to detect due to lack of visible defects"
AI Creation(AI Video Enhancer),AI Features,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,46.0,46.0,0.0,0.0,0.0,0.0,0.0,1,1,5,5,25,Q2 - Test Third,AI Creation(AI Video Enhancer),ollama,"Critical failure in AI Video Enhancer module, potentially leading to data corruption or security breaches"
"Auto Edit(Wedding_01_content-10 slots, 47s)",Editor Core,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,5,5,25,Q2 - Test Third,"Auto Edit(Wedding_01_content-10 slots, 47s)",ollama,"High risk due to critical bug in Auto Edit module, potentially affecting wedding content with 10 slots and 47 seconds processing time."
Fx Layer(Mosaic),Visual Effects,7,35,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,5.714285714285714,6.0,0.0,0.0,0.0,0.0,0.0,1,5,5,1,25,Q2 - Test Third,Fx Layer(Mosaic),ollama,"High impact due to high number of major bugs, but low detectability due to lack of automation and regression"
Audio Beat detection,Audio,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,435.0,435.0,0.0,0.0,0.0,0.0,0.0,1,1,5,5,25,Q2 - Test Third,Audio Beat detection,ollama,"Incorrect audio beat detection can significantly affect the overall audio experience, making it difficult for users to follow the rhythm and melody."
Speed,Editor Core,41,222,4,36,1,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.5,0.5,42.891891891891895,6.0,0.0,0.0,0.0,0.0,0.0,6,5,5,1,25,Q2 - Test Third,Speed,ollama,"The high number of major bugs in the Speed module of the Editor Core category indicates a potential risk. Although the regression rate is 0, and the automation catch rate is 0, the large number of major bugs could indicate a systemic issue that may not be easily detected or caught by automated testing."
Drag and Drop,Editor Core,6,30,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.3333,0.0,0.5,0.5,4.0,3.5,0.0,0.0,0.0,0.0,0.0,2,5,5,1,25,Q2 - Test Third,Drag and Drop,ollama,"High impact due to module's critical functionality in Editor Core, but low detectability due to lack of automation and manual testing efforts"
